,SOC 2018 CODE,SOC 2018 CODE_with_x,SOC 2018 CODE_with_xx,OCCUPATION,OCC_CODE,TOT_EMP,H_MEAN,A_MEAN,O_GROUP,I_GROUP,"Percent of workers, reaching at or below the shoulder is required","Percent of workers, choice of sitting or standing is allowed","Percent of workers, reaching at or below the shoulder is required, both hands","Percent of workers, fine manipulation is required, both hands","Percent of workers, reaching overhead is required, one hand","Percent of workers, reaching overhead is required, both hands","Hours of standing, mean",PCT_STAND,"Hours of sitting, mean",PCT_SIT,STANDING_BOOLEAN,SITTING_BOOLEAN,"Percent of workers, choice of sitting or standing is not allowed","Percent of workers, with the ability to pause work","Percent of workers, fine manipulation is required, one hand","Percent of workers, exposed to very loud noise","Percent of workers, hearing over the telephone is required","Percent of workers, exposed to outdoors","Percent of workers, low postures are required","Percent of workers, exposed to wetness","Percent of workers, reaching overhead is required","Percent of workers, stooping is required","Percent of workers, foot or leg controls is required","Percent of day where standing is required, mean","Percent of day where sitting is required, mean","Percent of workers, problem solving is required once per day","Percent of workers, problem solving is required less often than monthly, including never","Percent of workers, crawling is required","Percent of workers, kneeling is required","Percent of workers, crouching is required","Percent of workers, keyboarding is required","Percent of workers, driving is required","Percent of workers, with telework available","Percent of workers, minimum education level is a bachelor's degree","Percent of workers, gross manipulation is required","Percent of workers, fine manipulation is required","Percent of workers, working around crowds is required","Percent of workers, exposed to extreme cold","Percent of workers, exposed to extreme heat","Percent of workers, speaking is required","Percent of workers, exposed to heights","Percent of workers, in proximity to moving mechanical parts","Percent of workers, climbing ladders, ropes, or scaffolds is required","Percent of workers, exposed to hazardous contaminants","Percent of workers, exposed to loud noise","Percent of workers, without the ability to pause work","Percent of workers, lifting or carrying > 25 lbs is required, constantly","Percent of workers, problem solving is required not every week, but at least once per month","Percent of workers, problem solving is required not every day, but at least once per week",dots,OCC_SHORT,INJURY_RATE,nonwhite_pct,white_pct,black_pct,hisp_pct,asian_pct,noncitizen_pct,n
65,513022,51302X,5130XX,"Meat, poultry, and fish cutters and trimmers",513022,138300,17.71,36840,detailed,cross-industry,94.4,<0.5,>80,86.8,,,8.09,101.125,,,101.125,,>99.5,14.3,9.1,<0.5,6.5,<0.5,,90.8,,,<5,98.1,,<0.5,99.3,,,,4.3,<0.5,<0.5,<0.5,>99.5,96,<0.5,,<10,,<0.5,78.5,,<10,24.9,85.7,<0.5,<5,<0.5,3,Meat Cutters,330.8,36.2259618,63.7740382,16.6290623,30.6082249,4.9579808,19.25063809,197
8,399031,39903X,3990XX,Exercise trainers and group fitness instructors,399031,279450,24.65,51270,detailed,cross-industry,99.1,14.9,>95,51.4,<20,>80,3.14,39.25,0.81,10.125,1,1,85.1,49.3,34.6,<0.5,46,19,96.2,40.8,98.5,36.9,20.3,82.8,17.2,<0.5,83.1,4.5,13.9,26,52.8,<10,<10,7.7,>99.5,86.1,<10,<0.5,<10,>99.5,<10,<10,7.2,<10,21.7,50.7,<0.5,11.5,5.2,6,Fitness Trainers,,20.2029981,79.7970019,8.7522336,12.0963688,4.1258064,3.874133075,117
50,172072,17207X,1720XX,"Electronics engineers, except computer",172072,96410,59.71,124190,detailed,cross-industry,,>99.5,,56.2,<0.5,<20,,,,,,,<0.5,>99.5,,<0.5,>60,<20,11.7,<10,<20,,2.9,,,,,<20,,<0.5,>99.5,2.9,,88.4,>99.5,>99.5,<0.5,<0.5,<10,>99.5,<20,1.2,<20,<10,<0.5,<0.5,<0.5,,,2,Electronics Engineers,4.1,28.3451280,71.6548720,5.0720632,8.4284630,17.1493080,10.17776031,253
29,311131,31113X,3111XX,Nursing assistants,311131,1351760,19.04,39610,detailed,cross-industry,97.1,11,96.5,81.9,4.5,63.6,7,87.5,1.33,16.625,87.5,1,89,27,18.1,<0.5,80.7,17.8,98.2,,68,28.8,32.4,84.1,15.9,1.1,94.3,<10,6.5,14.3,67.8,8.5,<0.5,<0.5,>99.5,>99.5,1.1,<0.5,<0.5,98.5,<0.5,<0.5,<0.5,<10,<0.5,73,<0.5,1.4,<0.5,28,Nursing Assistants,1023.8,49.3905854,50.6094146,32.8909348,14.3140831,4.9667833,6.776568638,20
53,292081,29208X,2920XX,"Opticians, dispensing",292081,76770,22.86,47560,detailed,cross-industry,>99.5,28.7,72.4,86.5,<45,,3.98,49.75,3.36,42,1,1,71.3,36.2,,<0.5,>99.5,<0.5,52.1,,75.8,,<0.5,53.1,46.9,,,<0.5,<0.5,,>95,<0.5,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<10,<0.5,63.8,<0.5,,,2,Opticians,16.1,17.7905862,82.2094138,5.0263885,16.3237952,6.0807334,3.644131691,281
32,391022,39102X,3910XX,First-line supervisors of personal service workers,391022,106440,24.08,50090,detailed,cross-industry,77.1,78,75,53,7.9,29.7,3.76,47,4.09,51.125,1,51.125,22,88.3,47,<0.5,>99.5,40.5,54,35.8,37.7,13.2,58.3,47.5,52.5,22.5,16.8,,8,6.9,96.3,54.8,4.3,24.3,>99.5,>99.5,8.2,<0.5,<0.5,>99.5,<10,<0.5,<10,<10,3,11.7,<0.5,21.6,19.7,3,Personal Service Supervisors,,30.3314200,69.6685800,11.6606227,14.1313409,9.2524280,5.691717727,238
14,435011,43501X,4350XX,Cargo and freight agents,435011,105220,25.22,52460,detailed,cross-industry,54,89.2,33.7,,1.7,<0.5,1.22,15.25,6.73,84.125,1,84.125,10.8,83.7,,<0.5,>99.5,12.7,19.9,<0.5,1.7,,4.2,15.3,84.7,<0.5,55.4,<0.5,<0.5,<0.5,>99.5,4.2,<30,,>99.5,>99.5,<0.5,<5,<0.5,>99.5,<0.5,<5,<0.5,<10,<25,16.3,<0.5,,5.3,3,Freight Agents,279,36.6149814,63.3850186,15.0368183,18.5550141,9.2597204,6.104371954,240
71,533052,53305X,5330XX,"Bus drivers, transit and intercity",533052,184990,28.78,59860,detailed,cross-industry,87.4,<0.5,69.4,51.7,26.8,12.2,0.91,11.375,6.75,84.375,1,84.375,>99.5,<5,48.3,<0.5,31.9,89.7,79.3,<5,39,12.7,>99.5,11.6,88.4,<5,92.4,<5,5.5,5.7,11.1,>99.5,<0.5,<0.5,>99.5,>99.5,<5,<0.5,<0.5,>99.5,<0.5,<35,<0.5,<10,20.3,>95,<0.5,<10,<0.5,4,Transit Bus Drivers,,27.1518742,72.8481258,32.7781722,17.7933394,3.8134116,4.405899058,158
51,432011,43201X,4320XX,"Switchboard operators, including answering service",432011,43830,19.24,40020,detailed,cross-industry,31,64.4,27.6,,<0.5,<0.5,0.32,4,7.48,93.5,1,93.5,35.6,24.2,62.6,<0.5,>99.5,<5,<5,<10,<0.5,<5,<5,4.1,95.9,<0.5,>99.5,<0.5,<0.5,<0.5,>99.5,<5,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<10,<0.5,75.8,<0.5,<0.5,<0.5,1,Switchboard Operators,21.3,30.0590569,69.9409431,18.5124927,16.0410614,2.3552198,4.617470463,343
8,274011,27401X,2740XX,Audio and video technicians,274011,66700,28.49,59260,detailed,cross-industry,>99.5,82.1,98.3,84.8,,,,,,,,,17.9,57.1,15.2,<0.5,>80,50.3,67.4,<0.5,,21.7,28.6,,,7.5,,,<50,20.2,90.3,24.9,11.3,6.7,>99.5,>99.5,,<0.5,<0.5,>99.5,3.7,<0.5,34.1,<10,<0.5,42.9,,9.5,18.1,2,Audio/Video Technicians,57.6,18.3835240,81.6164760,6.8381817,12.5328854,4.7339115,5.92674258,295
13,291071,29107X,2910XX,Physician assistants,291071,145740,62.74,130490,detailed,cross-industry,93.9,61.6,,74.3,14.1,34.4,,,,,,,38.4,69,25.7,<0.5,>95,<0.5,69.8,93.6,48.5,14.3,23.2,,,16.3,<15,<0.5,3.9,5.2,>99.5,,<0.5,20.4,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<10,<0.5,31,<0.5,<10,20.8,3,PAs,120.3,20.1418449,79.8581551,5.3873090,9.9302739,8.9363850,3.424762913,194
92,251071,25107X,2510XX,"Health specialties teachers, postsecondary",251071,225360,*,134440,detailed,cross-industry,,81.1,,50.5,,,,,,,,,18.9,,,<0.5,94.6,<0.5,37.9,54.3,,11.9,4.8,,,,,<0.5,<0.5,,>99.5,<5,,4.6,>99.5,>95,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<10,<0.5,,,,,5,Health Teachers,2.2,24.9792894,75.0207106,6.5677857,8.3699504,12.4399409,11.89629558,133
81,251072,25107X,2510XX,"Nursing instructors and teachers, postsecondary",251072,72700,*,86530,detailed,cross-industry,83,69.5,83,66.2,6.3,43.2,,,,,,,30.5,82.7,33.8,<0.5,89,<0.5,,40.3,49.5,,27.5,,,,,,,,>99.5,16.3,3,32.7,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<10,<0.5,17.3,,,,2,Nursing Instructors,32.6,24.9792894,75.0207106,6.5677857,8.3699504,12.4399409,11.89629558,289
1,211094,21109X,2110XX,Community health workers,211094,58550,25.3,52610,detailed,cross-industry,43.3,91,34.7,40.3,,,,,,,,,9,88.1,59.7,<0.5,>95,35.8,34.4,11.3,9.3,,72.3,,,,,<0.5,<0.5,<0.5,>99.5,71.7,26.9,25.9,>99.5,>99.5,3.6,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<10,<0.5,11.9,<0.5,,,2,Community Health Workers,152.1,32.9906406,67.0093594,18.2908090,17.7104703,4.0771913,3.294046068,313
43,352011,35201X,3520XX,"Cooks, fast food",352011,673490,14.31,29760,detailed,cross-industry,96.1,<0.5,91.7,80.4,18.2,55.2,6.42,80.25,0.08,1,80.25,1,>99.5,21,<25,<0.5,34.8,27.9,79.9,85.1,73.4,28.1,4.8,98.5,1.5,<0.5,99.5,<0.5,<15,18.4,11.3,4.8,<0.5,<0.5,>99.5,>99.5,<0.5,68.5,54.3,81.5,<5,18.7,1.4,<10,<10,79,<0.5,<0.5,<5,14,Fast Food Cooks,39,38.2852937,61.7147063,17.1743886,29.4060278,5.1615152,16.36639269,50
4,513011,51301X,5130XX,Bakers,513011,220230,17.09,35550,detailed,cross-industry,95.4,<0.5,>85,92,,,6.68,83.5,0.35,4.375,83.5,1,>99.5,25.3,8,<0.5,54,3.6,85.3,84.2,,37.8,5.3,94.7,5.3,<5,90.8,<0.5,1.8,4.4,6.7,<5,<0.5,<0.5,>99.5,>99.5,<0.5,32.4,41.9,89.7,<0.5,8.3,<0.5,<10,4,74.7,<0.5,2.7,<10,5,Bakers,108,28.8214210,71.1785790,10.2414729,26.9885849,6.3417838,15.46808241,137
55,519032,51903X,5190XX,"Cutting and slicing machine setters, operators, and tenders",519032,52720,21.49,44700,detailed,cross-industry,75.9,<0.5,75.9,36.6,<0.5,34.5,7.87,98.375,0.42,5.25,98.375,1,>99.5,31.8,63.4,<0.5,17.3,13.8,78.2,26.7,34.5,12.9,36.9,95.4,4.6,<0.5,99.2,<5,<5,,23.9,13.6,<0.5,<0.5,>99.5,>99.5,<0.5,11.8,20.9,84.1,<30,66.1,<10,<10,33.2,68.2,,<0.5,<0.5,2,Cutting Machine Operators,149.5,28.2098072,71.7901928,14.5548282,25.7185889,3.5590569,14.83635521,325
62,273023,27302X,2730XX,"News analysts, reporters, and journalists",273023,45020,48.76,101430,detailed,cross-industry,67.1,76.8,61.2,33.7,,,3.73,46.625,4.02,50.25,1,50.25,23.2,64.9,66.3,<0.5,>99.5,90.1,37.9,<5,,<5,82.7,47.8,52.2,,30.3,<0.5,<0.5,<5,>99.5,82.8,59.4,65.6,>99.5,>99.5,58.9,<5,<5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,35.1,<0.5,<25,11.3,1,Journalists,16.7,21.6723530,78.3276470,8.5051912,10.1323592,7.4993423,7.257493271,340
15,273042,27304X,2730XX,Technical writers,273042,47970,41.64,86620,detailed,cross-industry,,,,61.6,,,,,,,,,,,,,>99.5,,<25,<5,,<0.5,9.4,,,,,<0.5,<0.5,<0.5,>99.5,9.7,,66.1,>99.5,>95,<0.5,<5,<5,>99.5,,,,<0.5,,,,,,1,Technical Writers,16.9,14.0472688,85.9527312,4.9651093,5.8886093,7.2103038,3.638226673,336
91,251121,25112X,2511XX,"Art, drama, and music teachers, postsecondary",251121,101500,*,100840,detailed,cross-industry,47.7,93.7,46.6,66.6,,,,,,,,,6.3,83,33.4,<0.5,91.1,<0.5,26.9,4.4,16.3,,8,,,,,<20,,7.9,>99.5,<0.5,11.3,9.5,>99.5,>99.5,<5,<0.5,<5,>99.5,<0.5,<0.5,<15,<0.5,<5,17,<0.5,,,3,Postsecondary Arts Teachers,9.9,,,,,,,245
91,519031,51903X,5190XX,"Cutters and trimmers, hand",519031,7220,18.88,39260,detailed,cross-industry,96.3,<0.5,>85,,,,8.04,100.5,,,100.5,,>99.5,,,,,<15,,,,,<0.5,96.4,,<0.5,>99.5,<0.5,<5,1.2,<15,<0.5,<0.5,<0.5,>99.5,,<0.5,,<10,78.5,<0.5,,<0.5,<0.5,,,<0.5,<0.5,<0.5,1,Hand Cutters,56.7,28.2098072,71.7901928,14.5548282,25.7185889,3.5590569,14.83635521,443
37,433061,43306X,4330XX,Procurement clerks,433061,61580,23.05,47940,detailed,cross-industry,43.9,95.2,34.1,44,3.4,20.7,1.11,13.875,6.93,86.625,1,86.625,4.8,>90,56,<0.5,>95,0.8,17.2,<0.5,24.1,4.7,5.4,13.8,86.2,1.4,72.1,<0.5,<10,<10,>99.5,5.6,8.8,6.1,>99.5,>99.5,<0.5,<5,<10,>99.5,<10,<0.5,<10,<0.5,<0.5,<10,<0.5,4.8,21.6,2,Procurement Clerks,44.9,25.0308914,74.9691086,12.7390156,11.3024758,5.7265877,3.732263431,308
94,359031,35903X,3590XX,"Hosts and hostesses, restaurant, lounge, and coffee shop",359031,425020,14.78,30750,detailed,cross-industry,86.5,<0.5,77,43.8,,,5.58,69.75,0.07,0.875,69.75,1,>99.5,12.8,55.2,<0.5,96.5,17.7,37.5,58.8,16.1,16.6,<0.5,98.9,1.1,<0.5,>99.5,<0.5,<0.5,1.8,12.7,<0.5,<0.5,<0.5,>99.5,98.9,14.8,<5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,7.2,87.2,<0.5,<0.5,<0.5,9,Hosts/Hostesses,42.1,24.9589091,75.0410909,9.5583721,19.7923062,4.2213690,3.958755603,78
4,513099,51309X,5130XX,"Food processing workers, all other",513099,63970,18.09,37630,detailed,cross-industry,>90,<0.5,97,,,,8.16,102,,,102,,>99.5,,,<0.5,4.6,<0.5,,,,,,98.9,,<0.5,>99.5,<0.5,,,4.2,<0.5,<0.5,<0.5,>99.5,,<0.5,,<0.5,,<5,,<5,<0.5,15,,,<0.5,<0.5,2,Food Processing Workers,287,23.2878003,76.7121997,20.9339383,33.1031638,6.3637545,19.578349,302
6,272023,27202X,2720XX,"Umpires, referees, and other sports officials",272023,14840,*,44860,detailed,cross-industry,86.1,<15,>65,54.7,<15,>50,4.26,53.25,0.12,1.5,53.25,1,>85,23.7,31.5,<0.5,39.3,74.3,68.6,<35,68.1,<15,<40,97.5,2.5,<0.5,81.2,<0.5,<20,10.1,30.1,<40,<5,<0.5,>99.5,86.2,21.5,<0.5,<0.5,>99.5,<25,<0.5,<25,<0.5,20.5,76.3,<0.5,<0.5,11.7,1,Sports Officials,72.1,22.6159458,77.3840542,7.9718882,10.5815909,3.0428023,2.314623854,396
91,339091,33909X,3390XX,Crossing guards and flaggers,339091,90780,19.54,40650,detailed,cross-industry,,<0.5,,,,,,,,,,,>99.5,<0.5,,<0.5,,>95,,,3,1.3,17.1,96.3,,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,17.1,<0.5,<0.5,>99.5,,5.9,<0.5,<0.5,83.4,<0.5,<0.5,<0.5,<0.5,5.9,>99.5,<0.5,<0.5,<0.5,2,Crossing Guards,101.5,31.6432735,68.3567265,21.0686141,17.3139576,1.8232336,4.06078265,259
12,412031,41203X,4120XX,Retail salespersons,412031,3684740,17.64,36690,detailed,cross-industry,92.5,10.1,87.4,76.4,7.4,69.6,5.28,66,0.96,12,66,1,89.9,35.9,<30,<0.5,95.1,33.7,83.1,12.8,76.9,20.9,12,87.2,12.8,<0.5,94.2,<0.5,4.3,10.2,68.5,11.7,0.5,<0.5,>99.5,>99.5,3.1,0.7,<0.5,>99.5,8.3,<0.5,18.3,<0.5,<0.5,64.1,<0.5,2.1,2.4,74,Retail Salespeople,106.6,25.0917629,74.9082371,11.2162290,18.3916734,4.9254896,5.640150016,0
15,393031,39303X,3930XX,"Ushers, lobby attendants, and ticket takers",393031,117560,14.67,30520,detailed,cross-industry,85,<20,66,,,,5.06,63.25,0.98,12.25,63.25,1,>80,21,57.8,<0.5,34.2,54.1,,19.9,,13.1,<0.5,81.5,18.5,<0.5,>99.5,<0.5,<0.5,<0.5,16.6,<0.5,<0.5,<0.5,>90,>90,55.2,<0.5,<0.5,>95,<15,<0.5,<20,<0.5,17.5,79,<0.5,<0.5,<0.5,3,Ushers,27,27.7489287,72.2510713,14.3117331,18.5130916,3.3372590,3.48241674,225
92,399032,39903X,3990XX,Recreation workers,399032,281750,17.44,36270,detailed,cross-industry,95.8,14.3,95.2,76,<5,>50,5.27,65.875,1.67,20.875,65.875,1,85.7,19.4,,<0.5,44.3,84.5,83.2,,65.4,18.5,19.6,77,23,1.3,84.3,<10,15.8,10.8,,18,<0.5,0.8,>99.5,>99.5,10.4,<0.5,<0.5,>99.5,4.1,<5,5.5,<0.5,3.4,80.6,<0.5,1.7,12,6,Recreation Workers,280.4,20.2029981,79.7970019,13.0257708,11.4755677,3.8261697,2.430532342,114
51,393091,39309X,3930XX,Amusement and recreation attendants,393091,361680,14.54,30240,detailed,cross-industry,94.3,8.2,68.3,49.1,6.5,30.2,4.23,52.875,1.41,17.625,52.875,1,91.8,32.3,49.6,<0.5,70.6,68.4,72.6,69.4,36.7,18.9,31.4,75.5,24.5,<0.5,>99.5,,9.6,10,56.3,23.3,<0.5,<0.5,>99.5,98.8,27.9,<0.5,<0.5,>99.5,2.1,3,9.4,<0.5,15.1,67.7,<0.5,<0.5,<0.5,8,Recreation Attendants,,45.0529523,54.9470477,9.8319109,12.9252560,23.2727244,7.862054809,92
22,312022,31202X,3120XX,Physical therapist aides,312022,42390,16.74,34810,detailed,cross-industry,94,4.8,94,68.4,<10,,,,1.63,20.375,,1,95.2,52,,<0.5,80,<40,>85,74.3,63.3,64.5,,74.2,25.8,<0.5,>99.5,,,,88.7,<10,<0.5,,>99.5,>95,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,48,<0.5,<0.5,<0.5,1,PT Aides,90.9,19.0376770,80.9623230,6.2820232,11.6530859,6.8968685,2.951964325,347
51,319097,31909X,3190XX,Phlebotomists,319097,137080,20.74,43130,detailed,cross-industry,96.2,,94,,,,5.85,73.125,2.08,26,73.125,1,,,,<0.5,,<0.5,28.7,95,,17,5.2,73.8,26.2,<0.5,83.5,<0.5,<0.5,<5,>99.5,2.7,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,,<0.5,<0.5,<0.5,<0.5,<0.5,,<0.5,15.9,<5,3,Phlebotomists,252.1,23.7990234,76.2009766,20.8723231,19.4061477,5.6343516,4.429968763,200
48,291123,29112X,2911XX,Physical therapists,291123,240820,48.29,100440,detailed,cross-industry,95,34.5,>85,66.7,4.6,76.3,5.54,69.25,2.02,25.25,69.25,1,65.5,46.8,33.3,<0.5,89.9,8.6,95.7,67,80.9,47,40.6,73.8,26.2,20.5,17.4,9,27.2,25,98.9,20.7,1.5,34.1,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,2.2,<0.5,<0.5,<0.5,53.2,<0.5,5.7,16.8,5,Physical Therapists,288.2,15.7241436,84.2758564,3.9375191,6.9206848,11.9277938,4.658802449,129
43,394021,39402X,3940XX,Funeral attendants,394021,32620,16.92,35200,detailed,cross-industry,90.3,24.1,>75,,,,3.29,41.125,1.28,16,1,1,75.9,61.6,,<0.5,,96.5,81.8,,,12.9,83,73.3,26.7,<0.5,>99.5,<0.5,3.6,4.4,35,70.9,<0.5,<0.5,>99.5,>99.5,31,1.3,<0.5,>99.5,<5,<5,<5,<0.5,<5,38.4,<0.5,<0.5,<0.5,1,Funeral Attendants,163.9,17.2284479,82.7715521,11.5890792,7.3609351,1.2854048,1.064699391,361
73,252058,25205X,2520XX,"Special education teachers, secondary school",252058,158150,*,74670,detailed,cross-industry,74.5,71.9,62.3,45.8,11.3,18.9,5.4,67.5,2.13,26.625,67.5,1,28.1,37.1,54.2,<0.5,92.9,43.3,48.5,7.4,30.2,19.5,2.4,71.7,28.3,37.9,<5,<0.5,11.2,<5,>99.5,<5,<0.5,88,>99.5,>99.5,3.8,<0.5,<0.5,>95,<0.5,<5,<0.5,<0.5,<0.5,62.9,<0.5,<15,33.3,4,Special Education Teachers,25.7,16.2893200,83.7106800,8.9111926,9.4198516,2.6812754,2.157495264,180
62,536021,53602X,5360XX,Parking attendants,536021,118130,15.72,32700,detailed,cross-industry,83.8,9,,,<5,<0.5,4.42,55.25,1.95,24.375,55.25,1,91,17.5,,<0.5,42.2,>90,,<15,<5,17.8,94,70.9,29.1,<0.5,>99.5,<0.5,<15,<15,<5,94,<0.5,<0.5,>99.5,98.5,<35,<0.5,<0.5,>75,<0.5,<0.5,<0.5,<0.5,<5,82.5,<0.5,<0.5,<0.5,3,Parking Attendants,90.6,46.0776035,53.9223965,22.6462851,28.0143893,4.9974091,14.03061224,223
10,312021,31202X,3120XX,Physical therapist assistants,312021,104000,31.66,65860,detailed,cross-industry,>90,21,,91.3,2.2,72.3,5.7,71.25,2.4,30,71.25,1,79,39.5,8.7,<0.5,87.7,22.9,>95,84.8,74.5,58.4,,69.6,30.4,5.2,73.5,<0.5,43,40.4,>95,18.9,<0.5,2.7,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<10,<0.5,<0.5,<0.5,60.5,<0.5,13.3,6.6,3,Physical Therapist Assistants,365,19.0376770,80.9623230,6.2820232,11.6530859,6.8968685,2.951964325,241
69,399011,39901X,3990XX,Childcare workers,399011,497450,15.42,32070,detailed,cross-industry,87.9,34.9,86.6,47.3,7.9,41.2,4.57,57.125,2.12,26.5,57.125,1,65.1,17.8,51.8,<0.5,67.6,86.4,89.6,75.2,49.1,19.8,1.8,69.1,30.9,<0.5,85,<0.5,15,9.9,49.3,1.7,<0.5,<0.5,>99.5,99.1,3.3,<0.5,<0.5,>99.5,<0.5,<0.5,<10,<0.5,2.5,82.2,<0.5,6.2,<20,10,Childcare Workers,52.7,28.3039113,71.6960887,13.0902410,22.8337458,4.1319896,11.01004263,63
11,435071,43507X,4350XX,"Shipping, receiving, and inventory clerks",435071,844120,20.54,42730,detailed,cross-industry,90.7,35.3,90,65.8,0.9,66,5.48,68.5,2.5,31.25,68.5,1,64.7,58.2,,<0.5,62.4,26.5,76.6,4.7,66.9,29.4,33.4,69,31,<5,93,<0.5,4.5,10.6,84.7,32.6,2.2,<0.5,>99.5,>95,<0.5,7.1,<0.5,84.7,17,5.7,24.4,<0.5,7.6,41.8,<0.5,3.4,1.8,17,Shipping Clerks,94.1,31.0770323,68.9229677,15.4044848,24.5153721,4.2124119,8.60564869,36
11,252011,25201X,2520XX,"Preschool teachers, except special education",252011,430240,19.91,41410,detailed,cross-industry,83.4,40.6,80.4,82.5,9.5,43,5.26,65.75,2.36,29.5,65.75,1,59.4,19.2,17.5,<0.5,79.6,91.9,97.1,69.8,52.5,23.6,4.9,68.9,31.1,21.2,30.6,,7.9,8.2,74.8,4.9,<0.5,27.4,>99.5,>99.5,3.5,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<5,80.8,<0.5,7,38.2,9,Preschool Teachers,75.5,24.8222552,75.1777448,13.2237984,14.8076776,4.0015881,4.555167026,76
5,291128,29112X,2911XX,Exercise physiologists,291128,8060,27.43,57050,detailed,cross-industry,>99.5,49.4,95.7,81.8,,,5.81,72.625,2.73,34.125,72.625,1,50.6,69.4,18.2,<0.5,85.6,<20,,58,,,,68.9,31.1,,,,,,>99.5,<5,<0.5,76.3,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,,<0.5,<0.5,30.6,,,,1,Exercise Specialists,138.9,15.7241436,84.2758564,10.8954071,13.6670239,3.9881709,3.117186267,442
58,252021,25202X,2520XX,"Elementary school teachers, except special education",252021,1410070,*,70740,detailed,cross-industry,78.4,66.9,60.3,52.2,10.7,22.9,4.99,62.375,2.53,31.625,62.375,1,33.1,20,<50,<0.5,93,60.3,65.4,8.2,33.7,8.8,0.8,66.4,33.6,20.4,9.8,<0.5,2.1,2.5,>99.5,0.5,<0.5,99.2,>99.5,>99.5,7.2,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,0.8,80,<0.5,11.2,32.9,29,Elementary Teachers,77.8,17.4577177,82.5422823,9.4437357,10.5312415,2.9708702,2.423426072,19
16,312012,31201X,3120XX,Occupational therapy aides,312012,4430,20.22,42060,detailed,cross-industry,>99.5,<20,>99.5,,<0.5,99.4,5.29,66.125,2.71,33.875,66.125,1,>80,<15,,<0.5,<50,9.1,>99.5,>60,99.4,,<10,66.1,33.9,,,<0.5,<0.5,5.4,>80,<10,<0.5,<0.5,>99.5,>99.5,<0.5,<0.5,<0.5,>99.5,<0.5,<0.5,<5,<0.5,<0.5,>85,<0.5,<0.5,<20,1,Occupational Therapy Aides,975,24.8416110,75.1583890,14.0497376,11.8913986,3.9227318,3.431439653,457
29,252022,25202X,2520XX,"Middle school teachers, except special and career/technical education",252022,626690,*,71460,detailed,cross-industry,74.1,73.5,58.2,50.4,12,24.9,5.02,62.75,2.57,32.125,62.75,1,26.5,28.9,49.6,<0.5,94.8,36.8,41.4,4.3,36.9,6.7,0.7,66.1,33.9,22.6,8.6,<0.5,<0.5,<0.5,>99.5,0.5,<0.5,96.6,>99.5,>99.5,7.2,<0.5,<0.5,>99.5,<0.5,<0.5,0.5,<0.5,<0.5,71.1,<0.5,10.4,28,13,Middle School Teachers,9.2,17.4577177,82.5422823,9.4437357,10.5312415,2.9708702,2.423426072,55
80,253031,25303X,2530XX,"Substitute teachers, short-term",253031,444530,20.95,43570,detailed,cross-industry,68.5,56.6,35.5,37.7,,,4.59,57.375,2.46,30.75,57.375,1,43.4,11.9,62.3,<0.5,76.6,67.8,48.9,3.6,36.4,8.7,2.9,65.4,34.6,1.9,69.8,<0.5,2,0.8,90.2,2.9,<0.5,60.1,>99.5,>99.5,10,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<0.5,88.1,<0.5,3.2,8.8,9,Substitute Teachers,5.9,33.2964890,66.7035110,9.2515875,14.6918611,14.2735687,7.300793302,72
57,252012,25201X,2520XX,"Kindergarten teachers, except special education",252012,118580,*,67790,detailed,cross-industry,84.3,65,69.3,59,7.5,25.3,4.9,61.25,2.73,34.125,61.25,1,35,12.4,41,<0.5,93.7,55,75.5,13.1,32.8,8.6,<0.5,64.3,35.7,12.9,12.8,<0.5,0.9,<0.5,>99.5,<0.5,<0.5,98.8,>99.5,>99.5,13,<0.5,<0.5,>99.5,<0.5,<0.5,<0.5,<0.5,<5,87.6,<0.5,11.3,32.7,3,Kindergarten Teachers,71.8,24.8222552,75.1777448,13.2237984,14.8076776,4.0015881,4.555167026,221
